SO2,CO,O3,PM10,PM2.5,NOx,NO,NO2,THC,NMHC,CH4,UVB,AMB_TEMP,RAINFALL,RH,WIND_SPEED,WIND_DIREC,WS_HR,WD_HR,PH_RAIN,RAIN_COND,DATE,STATION
3.3674731182795705,0.5141666666666668,23.239516129032257,33.60887096774194,19.047043010752688,21.27553763440861,5.0091397849462345,16.27486559139785,2.0053763440860215,0.1629301075268817,1.837096774193548,0.5840053763440862,14.971370967741937,0.23387096774193553,84.45026881720429,1.7340053763440861,128.24771505376347,1.2208333333333332,122.66250000000002,0.0,0.0,2012/1,17
3.6903735632183903,0.5882758620689654,23.38103448275862,34.62931034482759,18.985632183908045,29.943390804597698,8.988218390804597,20.943247126436784,2.155747126436782,0.2410201149425288,1.9097701149425281,0.744396551724138,15.448850574712647,0.38994252873563207,86.1508620689655,1.6080459770114943,146.2373563218391,1.1124999999999998,139.20316091954024,0.0,0.0,2012/2,17
5.7104838709677415,0.6565322580645162,28.245161290322578,54.719086021505376,29.13709677419355,32.46935483870967,8.795295698924734,23.667204301075266,2.2448924731182798,0.27956989247311825,1.9659946236559138,1.1915322580645162,17.76948924731183,0.110752688172043,80.49596774193549,1.829032258064516,164.47553763440862,1.3767473118279572,161.82580645161292,0.0,0.0,2012/3,17
6.600555555555557,0.6121944444444446,29.26666666666667,48.71805555555556,23.068055555555556,27.732222222222227,5.635277777777778,22.104861111111113,2.216250000000001,0.26709722222222226,1.9526388888888884,1.2126388888888886,23.051388888888887,0.37027777777777776,81.12777777777777,1.8469444444444438,148.4525,1.5366666666666668,145.99166666666665,0.0,0.0,2012/4,17
7.080510752688171,0.4918951612903226,30.989112903225802,37.845430107526894,22.033602150537632,22.101612903225806,3.5837365591397843,18.514112903225804,2.096774193548387,0.20522849462365592,1.8930107526881714,1.896505376344086,26.133064516129036,0.3268817204301075,79.72715053763443,1.806854838709677,142.9677419354839,1.4651881720430107,141.82056451612902,0.0,0.0,2012/5,17
6.861111111111112,0.4757222222222223,22.449444444444442,22.899999999999995,12.895833333333337,22.042500000000004,3.957083333333333,18.077222222222225,2.0977777777777775,0.23111111111111113,1.8663888888888884,1.8951388888888885,27.8375,0.8672222222222223,82.9847222222222,1.49625,154.93277777777783,1.1451388888888892,152.21374999999998,0.0,0.0,2012/6,17
5.5301075268817215,0.3431451612903225,20.281451612903222,28.5255376344086,16.928763440860216,17.40954301075269,3.5879032258064516,13.816397849462371,1.9706989247311824,0.17862903225806454,1.79260752688172,2.5572580645161294,30.184139784946233,0.1295698924731183,70.97983870967742,1.8368279569892474,167.60967741935482,1.494220430107527,166.18682795698925,0.0,0.0,2012/7,17
6.550940860215054,0.438991935483871,21.304301075268818,34.4744623655914,21.401881720430108,20.123387096774195,4.80725806451613,15.32002688172043,1.9993279569892473,0.2113037634408602,1.7873655913978492,2.0571236559139785,29.040322580645157,0.7956989247311828,70.58602150537634,1.8616935483870967,147.7284946236559,1.420430107526882,145.45322580645163,0.0,0.0,2012/8,17
7.825000000000001,0.47408333333333336,33.77138888888889,43.25555555555556,27.338888888888896,21.841250000000002,4.310694444444445,17.543333333333337,2.032777777777778,0.1922361111111112,1.8422222222222215,1.578194444444444,26.986111111111107,0.15777777777777774,68.21250000000002,1.745694444444444,116.16222222222221,1.2569444444444444,116.6263888888889,0.0,0.0,2012/9,17
6.388978494623655,0.4584677419354838,36.11666666666665,43.95833333333333,26.03763440860215,19.256854838709682,2.6424731182795695,16.617069892473115,2.0248655913978495,0.1581451612903226,1.8649193548387093,1.4689516129032258,23.947580645161292,0.0774193548387097,64.95833333333333,1.978494623655914,89.90282258064515,1.5495967741935484,88.2008064516129,0.0,0.0,2012/10,17
7.95236111111111,0.6104583333333335,27.385972222222225,45.590277777777786,28.431944444444436,25.440416666666668,5.614444444444444,19.825,2.1115277777777774,0.21806944444444448,1.8947222222222218,0.8388888888888887,21.040277777777778,0.36333333333333334,70.53194444444446,2.1338888888888894,112.78277777777781,1.7933333333333328,108.56597222222221,0.0,0.0,2012/11,17
5.155376344086021,0.5966801075268817,23.219220430107526,38.2513440860215,23.02016129032258,24.784946236559144,6.2706989247311835,18.53924731182796,2.033736559139785,0.19756720430107527,1.830645161290322,0.6619623655913979,17.66733870967742,0.25779569892473114,75.42069892473118,2.0376344086021505,108.49784946236561,1.610483870967742,102.05389784946237,0.0,0.0,2012/12,17
5.7272849462365585,0.6289650537634409,24.832123655913975,42.903225806451616,28.540322580645164,26.170295698924733,6.566397849462366,19.6122311827957,2.0868279569892474,0.20103494623655915,1.8825268817204297,0.7223118279569892,16.432795698924732,0.1236559139784946,77.33198924731182,1.8030913978494625,117.3655913978495,1.3072580645161287,107.09220430107527,0.0,0.0,2013/1,17
4.870089285714285,0.6142410714285715,26.103571428571424,48.6532738095238,28.433035714285705,24.78735119047619,5.89464285714286,18.917559523809523,2.1386904761904764,0.20389880952380962,1.9433035714285707,1.0608630952380953,18.361607142857142,0.04494047619047619,79.42708333333334,1.6562499999999998,142.1791666666667,1.1526785714285714,142.4688988095238,0.0,0.0,2013/2,17
6.816129032258065,0.6388037634408603,28.959408602150535,55.16129032258065,33.97849462365592,27.6380376344086,5.744489247311828,21.902956989247315,2.191263440860215,0.23401881720430107,1.965994623655914,1.1895161290322582,19.596774193548388,0.1088709677419355,75.83064516129032,1.558870967741936,142.9548387096774,1.116801075268817,141.63951612903222,0.0,0.0,2013/3,17
