STATION,DATE,SO2,CO,O3,PM10,PM2.5,NOx,NO,NO2
59,2013/9,3.132083333,0.483777778,40.94138889,54.22638889,39.92361111,13.23333333,1.606388889,11.62236111
59,2013/10,3.810080645,0.490712366,46.32459677,84.11155914,42.9233871,15.22204301,1.378225806,13.84086022
59,2013/11,4.198611111,0.583888889,33.75763889,90.82083333,48.70277778,19.02027778,1.987916667,17.03236111
59,2013/12,4.037231183,0.672392473,29.0313172,87.09274194,56.65188172,23.22150538,2.667473118,20.57916667
38,2013/1,3.192204301,0.460013441,29.16290323,72.96236559,42.68413978,14.8141129,2.394623656,12.42540323
38,2013/2,2.94702381,0.423735119,32.46964286,76.51488095,38.19642857,14.34806548,2.226636905,12.13526786
38,2013/3,3.491532258,0.38219086,34.74072581,74.76612903,41.31048387,14.40725806,1.763575269,12.64784946
38,2013/4,2.9675,0.430666667,33.31472222,50.23333333,39.13194444,13.40041667,1.600138889,11.81486111
38,2013/5,2.281854839,0.229099462,24.52607527,36.80376344,22.54569892,9.391397849,1.599731183,7.794086022
38,2013/6,2.425277778,0.226097222,21.01263889,29.93611111,24.38194444,8.827222222,1.738611111,7.078888889
38,2013/7,2.5375,0.170833333,22.59422043,30.6733871,21.43010753,8.369354839,1.558602151,6.826478495
38,2013/8,2.378225806,0.170349462,23.90268817,28.0483871,16.33333333,7.752956989,1.392741935,6.369623656
38,2013/9,2.961527778,0.278666667,34.82888889,62.40972222,32.55694444,10.43916667,1.438333333,8.992916667
38,2013/10,3.295833333,0.316061828,39.90981183,99.4905914,34.60349462,12.23306452,1.592876344,10.6563172
38,2013/11,4.225972222,0.430055556,32.01277778,92.65833333,42.15138889,14.86708333,1.935138889,12.93736111
38,2013/12,4.579301075,0.441129032,26.46357527,73.44892473,43.96639785,17.02473118,2.390591398,14.63454301
54,2013/1,4.398521505,0.666706989,26.46895161,96.63172043,57.58736559,27.5280914,4.397849462,23.12647849
54,2013/2,3.916369048,0.579032738,33.59613095,97.47767857,56.36160714,20.60952381,3.719940476,16.86830357
54,2013/3,4.784274194,0.526680108,36.86021505,84.12096774,44.26478495,21.69327957,4.160752688,17.55295699
54,2013/4,4.282222222,0.541902778,38.65236111,67.63194444,42.17638889,19.78458333,2.379583333,17.41805556
54,2013/5,4.014919355,0.39983871,24.41975806,46.31989247,27.375,18.81491935,4.705645161,14.10403226
54,2013/6,4.45125,0.365708333,24.70472222,50.94583333,29.05277778,17.14388889,4.903611111,12.26625
54,2013/7,5.138709677,0.326962366,20.48212366,39.21505376,24.30107527,18.07069892,5.799596774,12.2938172
54,2013/8,4.42688172,0.330577957,20.79758065,33.96370968,23.01344086,16.57016129,4.938306452,11.62244624
54,2013/9,4.256944444,0.395416667,44.49402778,55.70277778,38.85555556,14.65180556,2.647638889,12.01027778
54,2013/10,4.855645161,0.474126344,47.4297043,88.54166667,50.52419355,18.83602151,2.390456989,16.43373656
54,2013/11,5.621666667,0.599361111,35.30819444,104.6291667,59.35,25.26041667,3.369444444,21.86972222
54,2013/12,5.454973118,0.649879032,26.39946237,91.34139785,58.55241935,29.48884409,4.1125,25.37150538
20,2013/1,5.004166667,0.530685484,26.58602151,56.6344086,24.37096774,24.66357527,5.37016129,19.29435484
20,2013/2,3.605357143,0.469627976,28.28809524,57.98511905,24.2797619,21.61815476,4.074404762,17.54702381
20,2013/3,4.152150538,0.463508065,32.95591398,64.62096774,26.21774194,23.21733871,3.562096774,19.66155914
20,2013/4,4.455972222,0.559597222,36.89361111,63.30694444,26.06388889,23.12513889,3.162777778,19.95680556
20,2013/5,4.090591398,0.444596774,27.43884409,44.75806452,18.96774194,22.45,4.061693548,18.38212366
20,2013/6,4.78125,0.342055556,23.99583333,47.9625,19.31944444,19.22902778,3.438888889,15.81916667
20,2013/7,3.87311828,0.278978495,25.00107527,39.92204301,17.35080645,16.48212366,3.218145161,13.28763441
20,2013/8,3.945564516,0.311827957,21.49677419,39.04973118,16.27553763,18.76599462,3.785215054,14.99905914
20,2013/9,3.937361111,0.329777778,30.52083333,44.41527778,15.84027778,14.68375,2.156111111,12.53847222
20,2013/10,3.770295699,0.343951613,37.65927419,56.02419355,20.02822581,15.66196237,1.661693548,14.01586022
20,2013/11,6.508888889,0.444333333,31.81777778,70.2125,24.66944444,19.29888889,2.720833333,16.57388889
20,2013/12,6.428897849,0.481491935,27.85268817,56.40860215,27.98790323,23.00672043,3.30672043,19.70228495
33,2013/1,3.368010753,0.613615591,22.86532258,57.37096774,39.84677419,24.87903226,6.132795699,18.77298387
33,2013/2,2.738392857,0.525610119,29.20505952,64.33035714,40.03571429,20.24910714,4.021279762,16.2546131
33,2013/3,3.690322581,0.491747312,34.3141129,66.81317204,43.79435484,19.22486559,2.350134409,16.86317204
33,2013/4,3.873611111,0.578916667,30.32597222,61.02916667,38.95555556,22.52027778,3.061111111,19.4825
33,2013/5,3.744623656,0.377486559,24.84072581,41.36155914,24.72311828,15.58844086,2.113844086,13.46263441
33,2013/6,4.188472222,0.354847222,23.49333333,44.47361111,25.87638889,13.15555556,1.690416667,11.44388889
33,2013/7,3.806854839,0.2875,25.71841398,33.73252688,21.31048387,10.90389785,1.415053763,9.488978495
33,2013/8,3.793548387,0.27344086,24.16612903,31.25537634,20.06854839,10.4125,1.430107527,8.984005376
33,2013/9,4.286944444,0.449819444,31.59305556,56.51388889,34.31805556,16.65527778,1.99375,14.66277778
33,2013/10,3.981317204,0.431370968,36.00564516,61.21102151,33.46236559,17.67325269,1.901747312,15.76303763
33,2013/11,4.474583333,0.561236111,25.53277778,70.32222222,42.29166667,23.36472222,3.355138889,19.99791667
33,2013/12,4.123790323,0.582459677,21.65819892,55.65591398,40.50403226,25.06962366,4.38938172,20.66491935
71,2013/1,5.965188172,1.021451613,21.01639785,103.3642473,51.04435484,44.55107527,11.48360215,33.07392473
71,2013/2,5.564583333,0.873348214,28.4797619,98.21875,48.32589286,33.54464286,6.886755952,26.659375
71,2013/3,6.314247312,0.799798387,29.80241935,87.53225806,41.58467742,33.21451613,6.437768817,26.76169355
71,2013/4,6.349166667,0.858652778,31.18388889,69.26527778,38.84722222,31.75333333,4.8925,26.87375
71,2013/5,6.525806452,0.53641129,18.89193548,38.29032258,18.59139785,24.89784946,5.588037634,19.30604839
71,2013/6,5.605138889,0.509416667,19.37083333,37.83472222,17.78472222,19.93875,4.633194444,15.32875
71,2013/7,6.329704301,0.487620968,15.15967742,31.13575269,13.13844086,21.30416667,6.04905914,15.27647849
71,2013/8,6.085349462,0.49813172,15.53615591,32.40188172,13.58064516,20.52822581,5.108333333,15.42284946
71,2013/9,6.014583333,0.618722222,34.11305556,55.17222222,30.90555556,21.02527778,3.325138889,17.70625
71,2013/10,6.515322581,0.720228495,37.38548387,96.43817204,42.01478495,28.96854839,4.064650538,24.92849462
71,2013/11,7.024027778,0.954736111,27.16513889,104.1597222,54.17361111,39.43555556,7.383055556,32.07361111
71,2013/12,6.366129032,1.039233871,19.59274194,95.44354839,56.74865591,45.55833333,10.55564516,35.0063172
31,2013/1,3.022983871,0.671276882,20.27889785,51.14516129,32.33870968,35.71572581,12.75698925,22.96048387
31,2013/2,2.272767857,0.609032738,24.2297619,53.72470238,36.17708333,29.73854167,10.09613095,19.6452381
31,2013/3,2.756182796,0.55827957,30.84448925,69.42607527,39.50134409,26.73723118,5.306048387,21.43669355
31,2013/4,2.662638889,0.686694444,27.14263889,53.30416667,34.71805556,31.12430556,6.512083333,24.59722222
31,2013/5,2.620967742,0.464704301,23.91854839,33.60349462,22.95026882,21.41370968,4.504704301,16.91223118
31,2013/6,2.839166667,0.395930556,24.32125,35.20694444,22.15277778,18.40819444,3.812916667,14.59430556
31,2013/7,2.654435484,0.367352151,28.39852151,28.21639785,19.1061828,17.16438172,3.445430108,13.74623656
31,2013/8,3.020430108,0.354301075,26.69408602,27.10887097,18.74327957,17.29569892,3.949596774,13.35806452
31,2013/9,3.103055556,0.473638889,37.92680556,49.7375,30.41527778,21.69569444,3.6625,18.02194444
31,2013/10,2.837768817,0.431370968,39.87432796,53.39247312,28.40188172,20.64879032,3.559946237,17.07795699
31,2013/11,3.987777778,0.598138889,28.41361111,68.35555556,37.50972222,30.26736111,7.019027778,23.25194444
31,2013/12,3.8625,0.602728495,20.35282258,51.3077957,34.92607527,31.74516129,8.739247312,23.02204301
61,2013/1,1.096370968,0.235147849,42.90053763,23.43010753,13.65053763,2.236290323,0.959408602,1.279704301
61,2013/2,0.750892857,0.175104167,41.91964286,23.35119048,11.29464286,1.720238095,0.823363095,0.901636905
61,2013/3,0.865053763,0.199973118,46.03145161,29.71505376,16.46370968,2.413172043,1.006989247,1.410887097
61,2013/4,1.244444444,0.236833333,52.22916667,31.42638889,18.63888889,2.709583333,0.949583333,1.772916667
61,2013/5,0.720698925,0.069072581,19.2858871,13.90860215,7.169354839,1.159005376,0.613844086,0.550403226
61,2013/6,1.130555556,0.096944444,22.04125,25.03472222,12.875,1.689861111,0.932916667,0.759583333
61,2013/7,1.029435484,0.056814516,17.39663978,18.87096774,6.629032258,2.073924731,1.133870968,0.941935484
61,2013/8,1.258064516,0.077002688,21.9858871,24.74731183,8.880376344,2.313306452,1.121908602,1.197715054
61,2013/9,0.968611111,0.101111111,31.1025,29.43611111,9.8375,1.902638889,0.819027778,1.0875
61,2013/10,1.409543011,0.143830645,46.97849462,42.32392473,20.39516129,2.056048387,0.532392473,1.526612903
61,2013/11,1.865138889,0.16425,38.49305556,33.62361111,16.4,2.389305556,0.985694444,1.405972222
61,2013/12,1.800268817,0.22922043,45.03360215,27.72043011,15.95564516,3.18266129,1.31922043,1.870026882
37,2013/1,3.211962366,0.53516129,22.7608871,73.3266129,44.17607527,20.79717742,3.60094086,17.20456989
37,2013/2,2.705803571,0.454747024,30.23660714,83.4360119,46.06845238,16.38571429,2.492261905,13.90327381
37,2013/3,3.09422043,0.422889785,35.11599462,78.81989247,44.41532258,16.58776882,2.121370968,14.47741935
37,2013/4,3.133194444,0.515638889,30.12444444,63.55972222,40.77916667,18.00166667,2.564166667,15.46125
37,2013/5,2.896639785,0.353642473,26.05967742,44.07392473,25.80241935,12.59287634,2.072580645,10.51922043
37,2013/6,2.728055556,0.318069444,24.76583333,44.94444444,25.7125,10.87125,1.984166667,8.892361111
37,2013/7,3.073655914,0.253991935,25.81693548,33.8172043,20.08333333,9.489650538,1.817204301,7.672715054
37,2013/8,2.904435484,0.252271505,26.71061828,29.34946237,18.43145161,8.417876344,1.630645161,6.798790323
37,2013/9,3.443611111,0.377680556,39.93291667,55.10972222,34.74305556,12.30527778,1.568194444,10.76083333
37,2013/10,3.906586022,0.39061828,39.5530914,73.08333333,37.30241935,14.61639785,1.777150538,12.8405914
37,2013/11,4.485138889,0.516638889,28.92013889,91.78055556,55.03055556,21.04055556,2.888194444,18.15694444
37,2013/12,4.177016129,0.503064516,23.50349462,72.11290323,48.72311828,21.95672043,3.665322581,18.30806452
4,2013/1,0.992467949,0.160112179,10.08685897,18.6025641,12.37820513,6.625320513,1.535416667,5.087339744
4,2013/2,2.932738095,0.569985119,26.50729167,36.53571429,23.25,23.99657738,5.782142857,18.21681548
4,2013/3,2.087903226,0.528145161,33.80577957,50.21639785,27.53225806,21.96465054,4.057392473,17.89099462
4,2013/4,3.035277778,0.563236111,36.11125,45.10694444,29.53333333,21.22444444,3.564861111,17.64180556
4,2013/5,2.872043011,0.486330645,27.03870968,28.17204301,17.15725806,20.04018817,4.3875,15.66209677
4,2013/6,2.602222222,0.384777778,30.16416667,33.11111111,20.27083333,14.77430556,3.414861111,11.37569444
4,2013/7,2.196102151,0.325430108,27.54489247,28.50806452,17.76478495,13.77379032,3.194354839,10.5733871
4,2013/8,2.044354839,0.353817204,24.91115591,25.80510753,14.69892473,14.94475806,3.608064516,11.32647849
4,2013/9,1.362361111,0.295458333,27.34861111,26.40694444,13.50972222,11.82152778,2.895138889,8.940277778
4,2013/10,1.696505376,0.390806452,32.74946237,40.04704301,20.15994624,15.79408602,2.890188172,12.90094086
4,2013/11,2.431527778,0.436722222,32.42944444,45.36805556,24.02916667,16.47944444,3.193472222,13.28069444
4,2013/12,3.016801075,0.533306452,28.04086022,45.07795699,28.97043011,22.49543011,4.102150538,18.42069892
39,2013/1,3.121908602,0.472204301,28.36491935,87.92741935,39.86962366,16.90403226,3.411424731,13.49986559
39,2013/2,2.653422619,0.43077381,32.05714286,98.11011905,44.00446429,13.8389881,2.294196429,11.54627976
39,2013/3,3.558736559,0.409959677,36.07795699,82.59274194,37.11693548,14.60645161,2.345833333,12.25201613
39,2013/4,2.838611111,0.458944444,33.73111111,70.69444444,37.62083333,14.20319444,2.15875,12.04347222
39,2013/5,2.292204301,0.273870968,25.74610215,44.44892473,21.94354839,11.30268817,2.431317204,8.863306452
39,2013/6,2.596111111,0.261402778,23.46527778,53.55833333,24.32083333,10.52861111,2.280277778,8.259027778
39,2013/7,2.926075269,0.221438172,22.77755376,34.96774194,18.77150538,11.50819892,2.849327957,8.664650538
39,2013/8,2.805241935,0.228602151,23.1844086,32.94086022,18.03629032,10.73655914,2.280107527,8.43655914
39,2013/9,3.112361111,0.322125,37.72902778,58.84861111,31.09166667,11.90944444,1.925555556,9.996388889
39,2013/10,3.14811828,0.331330645,42.01895161,87.18951613,31.48924731,12.47795699,1.842607527,10.63736559
39,2013/11,3.570555556,0.425944444,33.0625,98.91527778,46.76388889,16.08777778,2.613333333,13.48722222
39,2013/12,3.882392473,0.438669355,27.49758065,82.58736559,47.19489247,18.01370968,2.949462366,15.05752688
43,2013/1,3.243682796,0.510430108,25.36760753,96.85215054,45.16801075,22.56344086,4.299865591,18.26102151
43,2013/2,2.777827381,0.468005952,30.7610119,105.3839286,47.86160714,18.7077381,3.068154762,15.63139881
43,2013/3,3.664784946,0.439825269,35.22365591,104.2594086,41.31586022,18.49193548,2.435215054,16.06586022
43,2013/4,2.731805556,0.488166667,32.69694444,85.66666667,38.74583333,17.74888889,2.201666667,15.57708333
43,2013/5,2.436290323,0.287473118,23.69717742,52.78494624,22.45026882,11.79166667,2.092473118,9.707526882
43,2013/6,2.517083333,0.284513889,17.85055556,55.20555556,23.58888889,11.19333333,2.012083333,9.205277778
43,2013/7,2.86438172,0.233924731,23.51061828,42.52956989,20.53225806,10.59569892,1.930510753,8.668413978
43,2013/8,2.3125,0.239327957,23.85,38.25403226,19.48790323,8.947580645,1.618413978,7.34327957
43,2013/9,2.915138889,0.343361111,38.69444444,66.69861111,32.25833333,11.42486111,1.551666667,9.896666667
43,2013/10,3.268010753,0.357043011,40.40215054,106.8629032,39.13037634,14.58561828,1.62016129,12.95376344
43,2013/11,3.532638889,0.449430556,30.37236111,115.9347222,52.11666667,20.65736111,3.19,17.48666667
43,2013/12,4.48938172,0.48219086,24.55268817,98.3266129,52.11693548,22.40456989,3.311290323,19.12580645
24,2013/1,3.191666667,0.529301075,26.60483871,50.06048387,33.77956989,23.07768817,5.382526882,17.68051075
24,2013/2,2.565327381,0.488660714,30.37113095,54.36904762,36.57886905,19.72202381,4.555505952,15.1514881
24,2013/3,2.258736559,0.480994624,33.68575269,58.91397849,38.18548387,20.47486559,3.291801075,17.19731183
24,2013/4,2.646944444,0.565,36.62611111,54.54861111,37.87638889,22.22652778,3.27375,18.96625
24,2013/5,2.717607527,0.436572581,28.08723118,31.80376344,20.9327957,19.28857527,3.801075269,15.49852151
24,2013/6,2.534722222,0.368319444,23.22597222,33.3875,20.60416667,15.98513889,3.2275,12.76305556
24,2013/7,2.600134409,0.315228495,23.96209677,29.67741935,20.72580645,14.95658602,3.272043011,11.70685484
24,2013/8,2.461827957,0.333575269,22.25766129,27.33602151,20.82392473,16.4672043,3.461962366,13.0186828
24,2013/9,2.798055556,0.323416667,32.45986111,41.00833333,28.38611111,15.22083333,2.436527778,12.7675
24,2013/10,2.907526882,0.298239247,41.96841398,47.46774194,28.63844086,13.77069892,1.667741935,12.10712366
24,2013/11,4.321944444,0.444888889,33.35,56.14722222,34.7,20.12111111,2.891666667,17.24055556
24,2013/12,4.396102151,0.455967742,29.5891129,51.00403226,37.99462366,20.97405914,3.156854839,17.80685484
7,2013/1,3.929032258,0.658387097,22.98776882,44.25134409,30.58602151,35.71653226,12.14932796,23.56384409
7,2013/2,4.040922619,0.656636905,27.32083333,43.54761905,31.05654762,32.940625,10.99880952,21.95505952
7,2013/3,3.820295699,0.691989247,31.39771505,57.01209677,35.63037634,34.29946237,9.628360215,24.65645161
7,2013/4,3.84,0.734597222,33.24944444,53.98888889,39.19861111,30.72861111,7.118333333,23.63347222
7,2013/5,4.115188172,0.626787634,25.95080645,33.83064516,24.33467742,29.89301075,7.106182796,22.78481183
7,2013/6,6.570972222,0.518805556,25.81805556,39.48055556,27.93055556,25.16555556,4.958611111,20.16777778
7,2013/7,6.187903226,0.431545699,23.12997312,33.87365591,23.88172043,22.43158602,4.451209677,17.99852151
7,2013/8,6.546774194,0.447110215,20.5469086,28.88709677,19.1827957,24.34825269,6.242607527,18.11008065
7,2013/9,2.879583333,0.341986111,26.90319444,30.5125,16.38194444,15.74527778,3.298055556,12.44666667
7,2013/10,2.843951613,0.421384409,35.15981183,47.26747312,26.18145161,19.81075269,3.30483871,16.51223118
7,2013/11,4.127222222,0.5265,29.50291667,46.99444444,26.7625,24.31305556,5.110138889,19.18097222
7,2013/12,4.306854839,0.607688172,25.69932796,48.61021505,32.00268817,30.86841398,7.359408602,23.52822581
40,2013/1,3.017741935,0.419784946,29.0452957,91.61155914,40.29973118,14.3030914,2.23266129,12.09005376
40,2013/2,2.523958333,0.383883929,32.43199405,95.20238095,42.03125,12.525,2.031547619,10.5016369
40,2013/3,3.258870968,0.375349462,36.2016129,91.43145161,36.2688172,13.91465054,2.030913978,11.89610215
40,2013/4,2.473194444,0.428833333,35.25333333,75.17638889,35.21666667,13.17388889,1.810138889,11.35763889
40,2013/5,1.876344086,0.275040323,24.98413978,47.80107527,19.89516129,10.36061828,2.165591398,8.199327957
40,2013/6,2.028472222,0.272847222,21.72444444,53.72222222,21.14166667,9.314027778,2.078333333,7.24875
40,2013/7,2.758611111,0.205847222,19.62138889,40.77083333,16.27361111,9.571527778,2.07375,7.497777778
40,2013/8,2.348655914,0.218454301,21.22069892,41.13037634,16.39516129,9.484543011,1.969623656,7.527822581
40,2013/9,3.236944444,0.305611111,35.63138889,71.83472222,29.25972222,11.06222222,1.924305556,9.136388889
40,2013/10,3.186693548,0.278938172,41.90564516,119,35.67069892,11.22298387,1.365456989,9.873252688
40,2013/11,3.682361111,0.371180556,34.12597222,114.4180556,42.91666667,13.94916667,1.875,12.08708333
40,2013/12,4.394086022,0.400551075,28.9608871,92.03763441,38.99193548,16.71760753,2.443548387,14.2719086
15,2013/1,2.458736559,0.587284946,23.82594086,37.30107527,18.8561828,32.44986559,9.534408602,22.92231183
15,2013/2,2.536160714,0.632946429,25.58541667,41.20238095,27.75297619,32.95327381,10.41889881,22.53541667
15,2013/3,2.906586022,0.619932796,30.16774194,55.28897849,25.47043011,33.2077957,7.947311828,25.26451613
15,2013/4,2.611805556,0.674180556,33.42013889,49.5375,15.05,32.56333333,6.850416667,25.70555556
15,2013/5,2.867361111,0.522416667,22.25305556,29.3375,22.96944444,27.88180556,7.098194444,20.78430556
15,2013/6,4.283055556,0.486944444,25.83611111,36.05,27.42777778,25.15402778,4.94875,20.23736111
15,2013/7,3.073252688,0.417634409,23.43051075,28.40591398,22.92607527,22.24852151,4.874193548,17.39663978
15,2013/8,3.390322581,0.421854839,20.22755376,25.53629032,19.88306452,23.36182796,6.194489247,17.16424731
15,2013/9,2.324583333,0.328680556,23.72236111,27.49583333,17.77361111,17.57861111,4.188055556,13.39708333
15,2013/10,2.417069892,0.381370968,34.38655914,41.31586022,24.55645161,19.83830645,3.50094086,16.32930108
15,2013/11,3.198055556,0.492472222,26.13930556,47.12916667,27.55694444,26.31861111,5.860138889,20.45513889
15,2013/12,3.595967742,0.553723118,23.72405914,46.45698925,33.36290323,32.31209677,7.111693548,25.23400538
6,2013/1,4.102688172,0.712043011,22.1313172,44.38844086,27.70564516,33.69731183,8.812903226,24.92123656
6,2013/2,3.933779762,0.726815476,24.71949405,47.30803571,30.53422619,33.83020833,9.444345238,24.38824405
6,2013/3,4.838709677,0.70936828,30.5452957,60.5672043,33.87634409,33.33037634,7.527822581,25.82284946
6,2013/4,3.865,0.809208333,32.395,56.07638889,34.76805556,33.62611111,6.905416667,26.73472222
6,2013/5,4.037768817,0.726948925,24.47352151,36.77419355,18.01075269,31.52903226,7.45188172,24.06975806
6,2013/6,5.080416667,0.572513889,25.53347222,37.87638889,24.88888889,26.47763889,5.913333333,20.58069444
6,2013/7,4.473924731,0.502688172,22.62768817,32.62231183,19.05376344,25.01169355,6.169354839,18.84166667
6,2013/8,4.690053763,0.516451613,18.81814516,29.23790323,18.48655914,25.67056452,7.750806452,17.95403226
6,2013/9,2.250833333,0.417152778,23.04055556,30.65416667,15.30972222,19.28402778,4.711944444,14.56597222
6,2013/10,2.461693548,0.50016129,31.16922043,47.43682796,23.58333333,21.97782258,3.674596774,18.3108871
6,2013/11,3.710833333,0.580319444,26.04763889,55.17083333,30.13333333,25.98069444,5.091527778,20.89930556
6,2013/12,3.978763441,0.665577957,22.70913978,52.26075269,35.83467742,32.07728495,6.787365591,25.2936828
9,2013/1,2.387096774,0.368077957,26.53736559,34.39784946,23.41129032,14.67728495,2.48938172,12.19448925
9,2013/2,2.679910714,0.367901786,31.18482143,32.94345238,22.71577381,16.44553571,3.321577381,13.12142857
9,2013/3,3.168548387,0.396854839,36.02943548,52.89516129,30.13978495,19.00860215,3.082392473,15.925
9,2013/4,3.113194444,0.437986111,41.13041667,48.25416667,32.15972222,17.37861111,2.167083333,15.22333333
9,2013/5,3.189919355,0.380833333,28.46424731,31.02016129,18.69086022,20.32997312,3.769086022,16.5561828
9,2013/6,4.350833333,0.335805556,24.08694444,34.50972222,24.34722222,19.7425,3.638611111,16.11347222
9,2013/7,3.967741935,0.283508065,22.00873656,29.3077957,19.75134409,18.41223118,3.983198925,14.44502688
9,2013/8,3.566935484,0.270833333,19.80510753,26.16666667,19.19354839,17.66760753,3.768817204,13.9233871
9,2013/9,2.148888889,0.207972222,29.75305556,28.88472222,20.63333333,10.63805556,2.3575,8.287083333
9,2013/10,2.403225806,0.232795699,40.84771505,45.10887097,27.02822581,10.1016129,1.601747312,8.490725806
9,2013/11,3.168472222,0.335625,34.10916667,50.77222222,30.21111111,14.85777778,2.477361111,12.39166667
9,2013/12,4.059543011,0.379650538,32.29758065,48.55645161,31.06989247,16.14973118,2.39811828,13.77284946
52,2013/1,10.04408602,0.580107527,27.925,59.6061828,40.64650538,34.01075269,6.789784946,27.22768817
52,2013/2,7.086458333,0.463556548,34.40892857,56.05952381,37.1235119,23.45967262,3.148511905,20.31860119
52,2013/3,7.196908602,0.416344086,36.72822581,49.97177419,33.48387097,20.5875,2.755107527,17.82620968
52,2013/4,6.088472222,0.423694444,36.07236111,38.17222222,27.8375,17.0275,2.065277778,14.97208333
52,2013/5,3.45094086,0.180215054,29.61048387,21.87231183,12.45564516,8.521236559,1.47688172,7.045026882
52,2013/6,2.845972222,0.176916667,25.69722222,24.76805556,15.82916667,6.543611111,1.3175,5.245833333
52,2013/7,2.978629032,0.140120968,20.33346774,21.30376344,12.31586022,6.992741935,1.401209677,5.592069892
52,2013/8,2.780376344,0.150147849,23.98373656,24.14516129,11.6438172,6.894892473,1.429973118,5.467473118
52,2013/9,3.253055556,0.221263889,41.35958333,33.79583333,26.80138889,7.438055556,1.2075,6.225416667
52,2013/10,5.610080645,0.326639785,43.9202957,47.73252688,34.25672043,14.23857527,1.601747312,12.64193548
52,2013/11,7.839861111,0.496708333,34.06611111,58.09444444,41.00555556,22.13541667,2.669027778,19.47847222
52,2013/12,9.509408602,0.648790323,21.57553763,57.96774194,41.77150538,33.29099462,6.535752688,26.73467742
17,2013/1,5.727284946,0.628965054,24.83212366,42.90322581,28.54032258,26.1702957,6.566397849,19.61223118
17,2013/2,4.870089286,0.614241071,26.10357143,48.65327381,28.43303571,24.78735119,5.894642857,18.91755952
17,2013/3,6.816129032,0.638803763,28.9594086,55.16129032,33.97849462,27.63803763,5.744489247,21.90295699
17,2013/4,6.177222222,0.675819444,33.50069444,45.96527778,33.18611111,25.02666667,3.649583333,21.3775
17,2013/5,6.750672043,0.614717742,26.66236559,35.0483871,21.25672043,24.91397849,4.700537634,20.23454301
17,2013/6,7.624722222,0.488152778,25.41805556,40.10833333,23.225,22.735,4.026388889,18.71541667
17,2013/7,8.365725806,0.407701613,24.55188172,39.21370968,20.79569892,20.28830645,3.945564516,16.33225806
17,2013/8,7.930376344,0.437365591,23.0452957,33.6733871,19.08870968,22.17069892,5.341666667,16.84811828
17,2013/9,4.969027778,0.366013889,28.91388889,32.71388889,15.80972222,15.91805556,2.853055556,13.06611111
17,2013/10,3.377150538,0.373239247,38.18360215,46.03629032,21.14516129,15.26532258,2.29422043,12.9875
17,2013/11,5.982222222,0.477194444,31.97638889,56.45555556,27.53472222,19.77444444,3.25875,16.54069444
17,2013/12,5.674462366,0.51233871,29.10819892,50.39112903,31.38978495,22.39905914,3.787768817,18.6125
53,2013/1,3.819489247,0.569435484,23.86814516,105.3884409,53.57526882,29.61142473,5.664784946,23.95
53,2013/2,3.381696429,0.494568452,32.46636905,108.202381,48.76339286,21.94047619,3.440625,18.49360119
53,2013/3,4.158333333,0.475873656,32.78978495,92.64919355,45.85483871,23.04798387,3.92016129,19.14139785
53,2013/4,4.115416667,0.517166667,33.47236111,72.49027778,43.21666667,22.28916667,3.19375,19.06833333
53,2013/5,4.779435484,0.351653226,22.2625,47.73655914,26.38978495,19.59287634,4.490591398,15.10282258
53,2013/6,4.2375,0.322916667,23.25319444,46.92222222,26.15,16.75472222,4.199583333,12.55875
53,2013/7,4.679032258,0.272836022,21.46424731,38.1922043,21,17.49341398,5.00672043,12.50900538
53,2013/8,4.935752688,0.298064516,19.94758065,39.20295699,20.68010753,18.13857527,5.127553763,12.99314516
53,2013/9,4.21375,0.377708333,38.99777778,63.65138889,37.51388889,17.01694444,2.935277778,14.09097222
53,2013/10,4.3875,0.42280914,43.76612903,91.76612903,45.26344086,20.09086022,2.959139785,17.12876344
53,2013/11,4.831944444,0.538430556,32.57625,115.3583333,54.17777778,25.95375,4.706666667,21.25
53,2013/12,4.376209677,0.563266129,23.33467742,103.5900538,53.2016129,29.67741935,5.362365591,24.30551075
48,2013/1,4.139650538,0.576155914,23.27862903,89.46639785,53.96505376,26.18333333,4.435752688,21.74314516
48,2013/2,3.367559524,0.502738095,31.11011905,92.1264881,54.53422619,19.446875,3.111309524,16.36488095
48,2013/3,3.801612903,0.460268817,32.67284946,82.93010753,48.60349462,20.15134409,3.216129032,16.9469086
48,2013/4,3.688333333,0.487208333,32.22236111,67.8875,47.6375,19.02791667,2.630694444,16.41125
48,2013/5,3.595430108,0.308965054,23.31639785,42.38709677,26.4811828,14.99986559,2.910752688,12.08494624
48,2013/6,3.306805556,0.281361111,23.51402778,38.61944444,22.25833333,13.09777778,3.066944444,10.02458333
48,2013/7,3.624327957,0.22530914,20.9780914,34.37096774,17.64650538,13.16733871,3.058064516,10.10927419
48,2013/8,3.641397849,0.251169355,20.69274194,35.34408602,17.98790323,13.70510753,3.314784946,10.39771505
48,2013/9,3.668194444,0.3545,37.39416667,60.91527778,33.66111111,13.74861111,1.881111111,11.86541667
48,2013/10,4.530645161,0.421599462,42.38293011,94.66935484,46.47177419,18.20913978,2.064650538,16.14946237
48,2013/11,5.371388889,0.565111111,31.04875,98.075,56.70833333,25.03166667,3.97,21.05527778
48,2013/12,5.259005376,0.599677419,23.01491935,93.7688172,56.91397849,28.71115591,4.792876344,23.90053763
